"scenario_id","generator","mc","n","tau","p","signal","null","c","num_permut","alpha","min_size","methods","variants","ndsup","base_seed","change_kind","dependence","rho","phi","theta","permutation_scheme","block_length"
"pow_arma_pos_scale_l2_block_L7","dependent_change",100,300,0.333333,10,0.16,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000098,"scale","arma11","","0.3","0.3","block","7"
"pow_arma_pos_scale_l2_block_L10","dependent_change",100,300,0.333333,10,0.16,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000099,"scale","arma11","","0.3","0.3","block","10"
"pow_arma_pos_scale_l2_block_L15","dependent_change",100,300,0.333333,10,0.16,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000100,"scale","arma11","","0.3","0.3","block","15"
"pow_arma_pos_scale_l2_block_L20","dependent_change",100,300,0.333333,10,0.16,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000101,"scale","arma11","","0.3","0.3","block","20"
"pow_arma_pos_scale_l2_circular","dependent_change",100,300,0.333333,10,0.16,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000102,"scale","arma11","","0.3","0.3","circular",""
"pow_arma_pos_scale_l3_iid","dependent_change",100,300,0.333333,10,0.24,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000103,"scale","arma11","","0.3","0.3","iid",""
"pow_arma_pos_scale_l3_block_L7","dependent_change",100,300,0.333333,10,0.24,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000104,"scale","arma11","","0.3","0.3","block","7"
"pow_arma_pos_scale_l3_block_L10","dependent_change",100,300,0.333333,10,0.24,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000105,"scale","arma11","","0.3","0.3","block","10"
"pow_arma_pos_scale_l3_block_L15","dependent_change",100,300,0.333333,10,0.24,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000106,"scale","arma11","","0.3","0.3","block","15"
"pow_arma_pos_scale_l3_block_L20","dependent_change",100,300,0.333333,10,0.24,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000107,"scale","arma11","","0.3","0.3","block","20"
"pow_arma_pos_scale_l3_circular","dependent_change",100,300,0.333333,10,0.24,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000108,"scale","arma11","","0.3","0.3","circular",""
"pow_arma_pos_scale_l4_iid","dependent_change",100,300,0.333333,10,0.32,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000109,"scale","arma11","","0.3","0.3","iid",""
"pow_arma_pos_scale_l4_block_L7","dependent_change",100,300,0.333333,10,0.32,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000110,"scale","arma11","","0.3","0.3","block","7"
"pow_arma_pos_scale_l4_block_L10","dependent_change",100,300,0.333333,10,0.32,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000111,"scale","arma11","","0.3","0.3","block","10"
"pow_arma_pos_scale_l4_block_L15","dependent_change",100,300,0.333333,10,0.32,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000112,"scale","arma11","","0.3","0.3","block","15"
"pow_arma_pos_scale_l4_block_L20","dependent_change",100,300,0.333333,10,0.32,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000113,"scale","arma11","","0.3","0.3","block","20"
"pow_arma_pos_scale_l4_circular","dependent_change",100,300,0.333333,10,0.32,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000114,"scale","arma11","","0.3","0.3","circular",""
"pow_arma_pos_scale_l5_iid","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000115,"scale","arma11","","0.3","0.3","iid",""
"pow_arma_pos_scale_l5_block_L7","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000116,"scale","arma11","","0.3","0.3","block","7"
"pow_arma_pos_scale_l5_block_L10","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000117,"scale","arma11","","0.3","0.3","block","10"
"pow_arma_pos_scale_l5_block_L15","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000118,"scale","arma11","","0.3","0.3","block","15"
"pow_arma_pos_scale_l5_block_L20","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000119,"scale","arma11","","0.3","0.3","block","20"
"pow_arma_pos_scale_l5_circular","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000120,"scale","arma11","","0.3","0.3","circular",""
